t,r0_x,r0_y,r1_x,r1_y,rdot1_x,rdot1_y,rddot1_x,rddot1_y,r2_x,r2_y,rdot2_x,rdot2_y,rddot2_x,rddot2_y,r3_x,r3_y,rdot3_x,rdot3_y,rddot3_x,rddot3_y,r4_x,r4_y,rdot4_x,rdot4_y,rddot4_x,rddot4_y,r5_x,r5_y,rdot5_x,rdot5_y,rddot5_x,rddot5_y,r6_x,r6_y,rdot6_x,rdot6_y,rddot6_x,rddot6_y,r7_x,r7_y
0.8,0.0,0.0,4.594750326090504,-2.9400687507050267,-2.1822473947587677,-6.1340560337074574,-7.0406075946273425,1.9925024585736981,9.833555507791715,-3.137257883998638,-1.1796638431710804,-7.816800758774086,-5.8449006233878205,-9.356280198816647,14.959000502633266,-3.139195845625904,-0.3486678864455361,-7.847905387864462,-2.1723178759227775,-9.807628417832719,20.040999497366737,-3.139195845625904,0.3486678864455708,-7.847905387864462,2.1723178759225785,-9.807628417832717,25.166444492208285,-3.137257883998638,1.1796638431710258,-7.816800758774088,5.844900623387598,-9.356280198816663,30.405249673909488,-2.9400687507050267,2.182247394758814,-6.13405603370744,7.040607594628028,1.9925024585738615,35.0,0.0
0.81,0.0,0.0,4.572561400000787,-3.001287591615514,-2.252370434932149,-6.1112529520667085,-6.97340087471818,2.555503397108046,9.821469413490327,-3.2158966015359667,-1.2386303226265796,-7.910105548377437,-5.957497143324218,-9.295578627568235,14.95540100981609,-3.2181654290285717,-0.37071886435435575,-7.945981112105259,-2.236705210424379,-9.807040583907995,20.044598990183914,-3.2181654290285717,0.3707188643543902,-7.945981112105259,2.2367052104241996,-9.807040583907993,25.178530586509673,-3.2158966015359667,1.238630322626522,-7.910105548377439,5.95749714332409,-9.295578627568243,30.427438599999206,-3.0012875916155135,2.252370434932201,-6.11125295206669,6.973400874718749,2.5555033971082057,35.0,0.0
0.8200000000000001,0.0,0.0,4.549657814133535,-3.062239132888128,-2.321941464327028,-6.082726035613827,-6.883044926122803,3.1233405071327294,9.808793661842925,-3.2954666759409452,-1.2985476124369189,-8.002781754340598,-6.062890775019582,-9.228195105086257,14.951580458742146,-3.298115744799731,-0.3934355090523862,-8.04405008444375,-2.297418885655432,-9.806322482058315,20.048419541257857,-3.298115744799731,0.3934355090524202,-8.04405008444375,2.2974188856551656,-9.806322482058313,25.191206338157073,-3.295466675940945,1.2985476124368591,-8.0027817543406,6.062890775019724,-9.228195105086261,30.45034218586646,-3.0622391328881275,2.321941464327084,-6.082726035613807,6.883044926123091,3.1233405071327986,35.0,0.0
0.8300000000000001,0.0,0.0,4.526049286234981,-3.122868304038143,-2.3907228643756593,-6.048444402090963,-6.7688744954995705,3.6943950573207847,9.795518334343326,-3.375960889205179,-1.35934539048387,-8.094757197647253,-6.160547952309512,-9.15359658857464,14.947532769154988,-3.3790466964351937,-0.41677685352491173,-8.142110539260758,-2.3540434989453374,-9.80544750878057,20.052467230845014,-3.3790466964351937,0.4167768535249447,-8.142110539260758,2.354043498945167,-9.80544750878057,25.204481665656672,-3.375960889205179,1.359345390483809,-8.094757197647255,6.160547952309507,-9.153596588574645,30.473950713765014,-3.1228683040381426,2.3907228643757183,-6.048444402090943,6.768874495499887,3.694395057320879,35.0,0.0
0.84,0.0,0.0,4.501748911243911,-3.183120369977371,-2.4584520395407923,-6.008397788188658,-6.630408416007885,4.266997825578207,9.781633900410835,-3.457371237466784,-1.4209587150400713,-8.185953717047699,-6.249855980257864,-9.071235710787125,14.943252024437664,-3.4609581707181873,-0.44069487461741486,-8.240160467137242,-2.4061690100379725,-9.804384340921095,20.05674797556234,-3.4609581707181873,0.4406948746174466,-8.240160467137242,2.406169010037715,-9.804384340921095,25.218366099589165,-3.4573712374667847,1.420958715040011,-8.1859537170477,6.249855980257895,-9.071235710787134,30.498251088756085,-3.1831203699773707,2.458452039540854,-6.008397788188637,6.630408416008265,4.2669978255783025,35.0,0.0
0.85,0.0,0.0,4.4767731612916615,-3.2429409310141644,-2.524841417315677,-5.962596549545837,-6.467345279367706,4.839433626345716,9.767131217390252,-3.5396889310103905,-1.483328024769031,-8.276287169058854,-6.330125857314284,-8.980553324207849,14.938732471612726,-3.5438500377193574,-0.46513449303557863,-8.33819761485431,-2.453390796415121,-9.803096356140191,20.06126752838728,-3.5438500377193574,0.4651344930356086,-8.33819761485431,2.453390796414755,-9.803096356140191,25.232868782609746,-3.5396889310103905,1.4833280247689717,-8.276287169058854,6.330125857314606,-8.980553324207849,30.523226838708336,-3.2429409310141635,2.5248414173157396,-5.9625965495458155,6.467345279367805,4.8394336263457465,35.0,0.0
0.86,0.0,0.0,4.451141885702123,-3.30227592285341,-2.5895784482240565,-5.911071660749816,-6.279559025176752,5.409945930814191,9.752001530551874,-3.622904394267132,-1.5463991387251232,-8.365667427964247,-6.400595062628826,-8.880981307749114,14.933968521342228,-3.627722150796763,-0.49003357334528397,-8.436219485393208,-2.4953097201012753,-9.801541020326482,20.066031478657777,-3.627722150796763,0.4900335733453116,-8.436219485393206,2.495309720100927,-9.801541020326484,25.247998469448124,-3.6229043942671324,1.5463991387250662,-8.36566742796425,6.400595062629193,-8.880981307749108,30.548858114297875,-3.302275922853409,2.5895784482241195,-5.911071660749795,6.2795590251767806,5.4099459308141995,35.0,0.0
0.87,0.0,0.0,4.424878310991739,-3.361071616596535,-2.652325605820172,-5.853874715336302,-6.067094458149363,5.976741570390978,9.736236473091488,-3.7070072658146564,-1.6101232563535892,-8.453998385814026,-6.460430314469111,-8.771945623959057,14.92895474792773,-3.712574346595879,-0.5153229239726111,-8.534223337935318,-2.531532207585556,-9.799669243120558,20.071045252072278,-3.712574346595879,0.515322923972636,-8.534223337935318,2.531532207585041,-9.79966924312056,25.26376352690851,-3.707007265814657,1.610123256353536,-8.453998385814028,6.460430314469711,-8.771945623959047,30.57512168900826,-3.3610716165965338,2.6523256058202342,-5.85387471533628,6.067094458149342,5.976741570390997,35.0,0.0
0.88,0.0,0.0,4.3980090408695025,-3.4192746187415035,-2.7127203866887597,-5.791077925789384,-5.830162700568717,6.537995515264219,9.719828066130372,-3.7919863983771203,-1.6744569574905384,-8.541177952424954,-6.508730309152378,-8.652869611782076,14.923685889310287,-3.798406445049599,-0.5409262972038401,-8.632206187862172,-2.5616703445702207,-9.797424702857981,20.07631411068972,-3.798406445049599,0.5409262972038614,-8.63220618786217,2.5616703445697766,-9.797424702857981,25.280171933869624,-3.7919863983771203,1.6744569574904897,-8.541177952424956,6.508730309152959,-8.652869611782066,30.601990959130497,-3.419274618741502,2.7127203866888205,-5.791077925789363,5.830162700568593,6.5379955152642015,35.0,0.0
0.89,0.0,0.0,4.370564056236964,-3.476831871182819,-2.770375310445054,-5.722774123541544,-5.569136583673593,7.091855721474937,9.702768718715301,-3.87782985882519,-1.739362202362948,-8.62709805538041,-6.544528453320597,-8.523177497145802,14.918156847070462,-3.8852182493782297,-0.5667603891854491,-8.730164806755438,-2.5853419873234422,-9.79474314237967,20.081843152929544,-3.8852182493782297,0.5667603891854663,-8.730164806755436,2.5853419873230195,-9.794743142379671,25.297231281284695,-3.87782985882519,1.7393622023629054,-8.62709805538041,6.544528453321156,-8.523177497145792,30.629435943763035,-3.476831871182818,2.7703753104451136,-5.722774123541524,5.5691365836734406,7.091855721474927,35.0,0.0
0.9,0.0,0.0,4.342576909616149,-3.533690951779235,-2.824880354681592,-5.649075799613412,-5.284572981149836,7.636461596315735,9.685051165752533,-3.964524848139445,-1.804805038204869,-8.711645063356752,-6.566774482846814,-8.382300615158941,14.912362763315693,-3.973009536201948,-0.592735431048476,-8.828095624327577,-2.602185534300041,-9.79155147395903,20.087637236684312,-3.973009536201948,0.5927354310484885,-8.828095624327577,2.60218553429943,-9.791551473959034,25.31494883424746,-3.9645248481394457,1.8048050382048306,-8.711645063356753,6.566774482847613,-8.382300615158918,30.657423090383848,-3.533690951779233,2.8248803546816497,-5.649075799613391,5.284572981149751,7.636461596315721,35.0,0.0
0.91,0.0,0.0,4.3141009577333485,-3.5898281499735063,-2.876127864468292,-5.57000639581354,-4.9795120338957375,8.171190542430713,9.666663962248125,-4.052049819234613,-1.8705764877276732,-8.79474457567699,-6.572491912709561,-8.229918751476811,14.906307936519232,-4.061779102319038,-0.6188279893805396,-8.925984946164833,-2.6134233552990658,-9.78774993929884,20.093692063480773,-4.061779102319038,0.6188279893805468,-8.925984946164833,2.6134233552985187,-9.787749939298845,25.33333603775187,-4.052049819234614,1.8705764877276423,-8.794744575676992,6.572491912710419,-8.229918751476772,30.68589904226665,-3.589828149973504,2.8761278644683475,-5.570006395813521,4.979512033895389,8.171190542430624,35.0,0.0
0.92,0.0,0.0,4.2851683073987585,-3.645193044559097,-2.924077891295201,-5.485639290501615,-4.653913154459843,8.694043114638257,9.647606350455256,-4.140388265051051,-1.9364070057880682,-8.87629333164134,-6.561073079234685,-8.065481472392273,14.89999537377207,-4.151526497018688,-0.645011241915099,-9.023825306022818,-2.619550660791827,-9.783237961856365,20.100004626227935,-4.151526497018688,0.645011241915101,-9.023825306022818,2.6195506607911767,-9.783237961856365,25.352393649544737,-4.140388265051052,1.9364070057880454,-8.876293331641342,6.561073079235612,-8.065481472392236,30.71483169260124,-3.645193044559095,2.924077891295254,-5.485639290501595,4.653913154459559,8.694043114638182,35.0,0.0
0.93,0.0,0.0,4.255796644528803,-3.699713197839845,-2.9685300186088095,-5.396141228978354,-4.3055187482028145,9.201833621556064,9.627884655084408,-4.22952845948328,-2.0021118945057044,-8.956149080927284,-6.533778428644556,-7.888206663146258,14.893423128325743,-4.242251909218864,-0.671217111532159,-9.121615074657804,-2.6199663424141626,-9.777916375903914,20.106576871674264,-4.242251909218864,0.6712171115321557,-9.121615074657804,2.6199663424134485,-9.777916375903919,25.372115344915585,-4.229528459483282,2.00211189450569,-8.956149080927286,6.533778428645583,-7.888206663146207,30.744203355471196,-3.6997131978398428,2.96853001860886,-5.396141228978335,4.3055187482024735,9.20183362155599,35.0,0.0
0.9400000000000001,0.0,0.0,4.226007993280355,-3.753321405234312,-3.009278026771889,-5.301699040771015,-3.9324342982712253,9.691445754026903,9.607505886708926,-4.3194564625067,-2.067514335266615,-9.0341651177814,-6.49175171021772,-7.697307405446519,14.886590079347114,-4.333955286466105,-0.6973780449720531,-9.219349924025797,-2.614160445555118,-9.77167265150582,20.11340992065289,-4.333955286466105,0.6973780449720446,-9.219349924025797,2.6141604455545533,-9.771672651505822,25.392494113291068,-4.319456462506701,2.0675143352666097,-9.034165117781402,6.491751710218537,-7.697307405446482,30.773992006719645,-3.7533214052343093,3.009278026771936,-5.301699040770997,3.932434298270948,9.691445754026779,35.0,0.0
0.9500000000000001,0.0,0.0,4.195828716050738,-3.8059556952757863,-3.04610989306349,-5.202519639633396,-3.5331308688414325,10.159855381396904,9.586477741765025,-4.410156120177587,-2.132445388723217,-9.110190281019374,-6.4360141229959105,-7.491997799004171,14.87949593191838,-4.426636334935515,-0.723427012835443,-9.31702282728254,-2.6017144851852336,-9.764379505813377,20.120504068081626,-4.426636334935515,0.7234270128354292,-9.31702282728254,2.6017144851846794,-9.76437950581338,25.41352225823497,-4.410156120177588,2.1324453887232204,-9.110190281019374,6.436014122996816,-7.491997799004116,30.804171283949263,-3.805955695275783,3.0461098930635333,-5.202519639633379,3.533130868840942,10.15985538139673,35.0,0.0
0.96,0.0,0.0,4.16528951347773,-3.857559329612281,-3.078807791678944,-5.098830023545831,-3.1064478421022628,10.604153244262564,9.564808602551787,-4.501609064633092,-2.196743994794309,-9.184068954025987,-6.367457254259616,-7.271499453015613,14.87214121703707,-4.5202945194307755,-0.7492975095833183,-9.41462405878351,-2.58230181783075,-9.755893454263376,20.127858782962935,-4.5202945194307755,0.7492975095832994,-9.41462405878351,2.5823018178302206,-9.755893454263381,25.435191397448207,-4.501609064633093,2.1967439947943213,-9.184068954025987,6.367457254260579,-7.271499453015542,30.834710486522273,-3.857559329612278,3.0788077916789836,-5.098830023545815,3.1064478421016872,10.604153244262365,35.0,0.0
0.97,0.0,0.0,4.134425424439552,-3.9080808030065386,-3.1071480937298643,-4.990877274715189,-2.651596000237383,11.021567603837086,9.542507537231161,-4.593794714091249,-2.2602569726650756,-9.25564106475513,-6.286834803126787,-7.035048779935311,14.864527291616051,-4.614929063384136,-0.7749235535369984,-9.512141194083918,-2.555688076234354,-9.746053307943777,20.135472708383954,-4.614929063384136,0.7749235535369744,-9.512141194083918,2.555688076233821,-9.74605330794378,25.457492462768833,-4.59379471409125,2.260256972665098,-9.25564106475513,6.286834803127775,-7.035048779935238,30.86557457556045,-3.9080808030065355,3.1071480937298994,-4.9908772747151735,2.6515960002367365,11.021567603836862,35.0,0.0
0.98,0.0,0.0,4.103275826054881,-3.957473843336023,-3.1309013672441424,-4.878928559574881,-2.1681610346437097,11.409486927174767,9.519584299827965,-4.6866902728509645,-2.322839020787084,-9.324742085729786,-6.194753112516867,-6.781905222053082,14.85665633848351,-4.710538948856417,-0.8002396868781295,-9.609559109938713,-2.521731673919021,-9.734678622876624,20.143343661516493,-4.710538948856417,0.8002396868781005,-9.609559109938711,2.521731673918481,-9.734678622876633,25.480415700172028,-4.686690272850966,2.3228390207871152,-9.324742085729786,6.194753112517894,-6.781905222052995,30.89672417394512,-3.95747384333602,3.1309013672441726,-4.878928559574868,2.168161034643134,11.40948692717455,35.0,0.0
0.99,0.0,0.0,4.071884433682843,-4.005697411592927,-3.14983237716595,-4.763271128784858,-1.656107534699352,11.765482702255648,9.496049330229885,-4.780270731292025,-2.3843527168782837,-9.391203034042048,-6.091660562277561,-6.511360537759428,14.84853136638298,-4.80712291653701,-0.825180975648687,-9.706859984302573,-2.4803843874904743,-9.721568106399333,20.151468633617025,-4.80712291653701,0.8251809756486532,-9.706859984302573,2.4803843874899627,-9.721568106399339,25.50395066977011,-4.780270731292026,2.3843527168783236,-9.391203034042046,6.091660562278506,-6.511360537759343,30.92811556631716,-4.005697411592924,3.1498323771659753,-4.763271128784846,1.656107534698748,11.765482702255392,35.0,0.0
1.0,0.0,0.0,4.040299300923015,-4.052715701884169,-3.1637000853557415,-4.644212317231603,-1.1157834783565264,12.087332486903142,9.471913754187476,-4.874508865875091,-2.4446685179230077,-9.454850471353105,-5.977835905177262,-6.222749268458427,14.840156209973317,-4.904679465743879,-0.8496830097509742,-9.804023296329918,-2.4316920250422314,-9.706497985195623,20.159843790026688,-4.904679465743879,0.849683009750936,-9.804023296329918,2.4316920250417766,-9.706497985195634,25.52808624581252,-4.874508865875093,2.4446685179230565,-9.454850471353101,5.977835905178196,-6.222749268458335,30.95970069907699,-4.052715701884165,3.163700085355761,-4.6442123172315934,1.115783478355894,12.087332486902875,35.0,0.0
1.01,0.0,0.0,4.008572819615421,-4.09849814143139,-3.1722576505902484,-4.522079544028141,-0.5479252174748126,12.373043300343488,9.447189383314154,-4.969375239141705,-2.503664760171974,-9.515506503893246,-5.853375655294844,-5.915460498449887,14.831535529828711,-5.003206854423555,-0.8736819029476235,-9.9010258263749,-2.3757951895148963,-9.689220338831541,20.16846447017129,-5.003206854423555,0.873681902947581,-9.9010258263749,2.375795189514456,-9.689220338831554,25.55281061668584,-4.969375239141706,2.50366476017203,-9.515506503893242,5.853375655295679,-5.915460498449798,30.99142718038458,-4.098498141431387,3.1722576505902635,-4.522079544028135,0.547925217474301,12.373043300343289,35.0,0.0
1.02,0.0,0.0,3.9767617198405407,-4.143019390570963,-3.1752524285624855,-4.397220312514037,0.046337077037414076,12.620875465729073,9.42188871508621,-5.0648381997142815,-2.561227659142281,-9.572988782461868,-5.718180664632431,-5.588951008440551,14.822674812438688,-5.102703099151143,-0.8971142928615948,-9.997841655991403,-2.31293014625588,-9.669461401882272,20.177325187561316,-5.102703099151143,0.8971142928615483,-9.997841655991403,2.312930146255411,-9.669461401882279,25.578111284913785,-5.064838199714282,2.5612276591423444,-9.572988782461863,5.718180664633266,-5.588951008440469,31.02323828015946,-4.143019390570959,3.1752524285624952,-4.3972203125140314,-0.04633707703794698,12.620875465728856,35.0,0.0
1.03,0.0,0.0,3.9449270699193004,-4.186259342753981,-3.1724259718817462,-4.270002210255387,0.665473570746542,12.829367006093202,9.396024932842801,-5.160863882296115,-2.6172513096174135,-9.627110502427467,-5.57194204800993,-5.242759908472076,14.813580370208102,-5.20316597513032,-0.9199173409761771,-10.09444216793305,-2.243429804362016,-9.646919836885262,20.1864196297919,-5.203165975130319,0.9199173409761271,-10.09444216793305,2.2434298043616323,-9.646919836885283,25.603975067157194,-5.160863882296117,2.617251309617483,-9.62711050242746,5.571942048010726,-5.242759908471973,31.0550729300807,-4.186259342753977,3.1724259718817507,-4.2700022102553845,-0.6654735707470536,12.829367006092935,35.0,0.0
1.04,0.0,0.0,3.9131342764130785,-4.228203124546266,-3.1635140300736047,-4.140812909044832,1.307548604780088,12.997358685114781,9.369611905785952,-5.257416207671379,-2.6716376856472372,-9.677680403727635,-5.4141266379231325,-4.876524817938739,14.80425934145714,-5.304593016193332,-0.9420287326349872,-10.190796046153197,-2.1677248216465657,-9.621264979415132,20.19574065854286,-5.30459301619333,0.9420287326349341,-10.190796046153197,2.167724821646374,-9.621264979415164,25.630388094214045,-5.25741620767138,2.671637685647313,-9.677680403727626,5.414126637923715,-4.876524817938639,31.086865723586925,-4.228203124546262,3.1635140300736047,-4.140812909044832,-1.307548604780692,12.997358685114476,35.0,0.0
1.05,0.0,0.0,3.8814530841237036,-4.268841095628366,-3.1482465495799152,-4.010060164901548,1.9702143199518503,13.124019768029145,9.342664188980551,-5.35445688270512,-2.7242966405480034,-9.724502770869073,-5.24396216951288,-4.489999639136249,14.794719690421324,-5.406981514800994,-0.9633866770419709,-10.286869275804936,-2.0863448432661187,-9.592135055536668,20.205280309578676,-5.406981514800993,0.9633866770419154,-10.286869275804937,2.0863448432660263,-9.592135055536685,25.657335811019447,-5.354456882705122,2.7242966405480837,-9.724502770869062,5.243962169513239,-4.489999639136153,31.118546915876298,-4.268841095628361,3.148246549579911,-4.0100601649015495,-1.9702143199522197,13.124019768028889,35.0,0.0
1.06,0.0,0.0,3.849957576093454,-4.308168848795551,-3.1263476737588127,-3.878171818071249,2.6507041814471677,13.208874557489208,9.315197023354362,-5.4519454003432655,-2.7751459069023454,-9.767377432927576,-5.060422410563007,-4.083073946735093,14.784970207251506,-5.5103285220426965,-0.9839299072614016,-10.382625143241095,-1.9999198841462231,-9.559135370744661,20.215029792748496,-5.510328522042695,0.9839299072613443,-10.382625143241095,1.999919884146081,-9.559135370744693,25.68480297664564,-5.451945400343267,2.775145906902429,-9.767377432927567,5.060422410563291,-4.083073946735022,31.150042423906548,-4.308168848795548,3.1263476737588047,-3.8781718180712526,-2.6507041814474235,13.208874557489006,35.0,0.0
1.07,0.0,0.0,3.818726173605059,-4.346187209957824,-3.097535742884712,-3.7455957930261876,3.345826528521954,13.251829734773155,9.287226335698007,-5.5498390396126185,-2.824111096559279,-9.806099763548051,-4.862212462028509,-3.655793989179452,14.77502050801387,-5.614630847636398,-1.0035976802178819,-10.478024236014232,-1.9091818653947712,-9.521836468231976,20.22497949198613,-5.614630847636397,1.0035976802178235,-10.478024236014232,1.9091818653946575,-9.521836468232019,25.71277366430199,-5.54983903961262,2.824111096559365,-9.80609976354804,4.862212462028893,-3.6557939891793527,31.181273826394943,-4.3461872099578205,3.097535742884701,-3.745595793026193,-3.345826528522309,13.251829734772928,35.0,0.0
1.08,0.0,0.0,3.787841636181698,-4.382902238139908,-3.061523294148309,-3.612800098465154,4.051958277058034,13.253202509204039,9.258768738664987,-5.648092865620859,-2.871125700634206,-9.840460680944496,-4.647754460624245,-3.208385269906403,14.764881034689935,-5.71988505992863,-1.022329776696342,-10.573024442876646,-1.8149663148305422,-9.479772252929289,20.235118965310065,-5.719885059928627,1.0223297766962833,-10.573024442876646,1.8149663148306985,-9.479772252929324,25.741231261335017,-5.648092865620861,2.871125700634293,-9.840460680944483,4.647754460624057,-3.2083852699063318,31.212158363818304,-4.382902238139904,3.061523294148296,-3.612800098465161,-4.051958277058191,13.253202509203826,35.0,0.0
1.09,0.0,0.0,3.7573910615870014,-4.4183252254812535,-3.018017061656579,-3.480272827313477,4.765038900338176,13.213749548889057,9.22984153077166,-5.746659729556546,-2.9161310895089088,-9.870246647900014,-4.41517391614768,-2.7412766472448897,14.754563055176547,-5.82608748589449,-1.0400665013420411,-10.667580953780368,-1.7182142416356783,-9.432438076220956,20.245436944823453,-5.8260874858944875,1.040066501341983,-10.667580953780368,1.718214241635735,-9.43243807622101,25.770158469228342,-5.746659729556548,2.916131089508995,-9.870246647900002,4.415173916147609,-2.7412766472448187,31.242608938413,-4.418325225481249,3.0180170616565656,-3.480272827313484,-4.765038900338283,13.213749548888865,35.0,0.0
1.1,0.0,0.0,3.7274538624440328,-4.4524644608935136,-2.966954631143614,-3.3483903520816605,5.481968240633044,13.133895972281055,9.200467729447373,-5.845493863385794,-2.9589064374664336,-9.895295315443544,-4.163590368355589,-2.254817981767717,14.744076332186092,-5.9332332422212,-1.0568100052188638,-10.761638342170365,-1.6193697044263757,-9.379316481845636,20.255923667813907,-5.933233242221201,1.056810005218807,-10.761638342170365,1.619369704426589,-9.379316481845612,25.79953227055263,-5.845493863385793,2.958906437466518,-9.895295315443532,4.163590368355273,-2.254817981767756,31.272546137555967,-4.452464460893511,2.9669546311436,-3.348390352081674,-5.481968240632938,13.133895972280998,35.0,0.0
1.11,0.0,0.0,3.698062898781793,-4.485298089014949,-2.9090925384354933,-3.2171438123627674,6.20496786573122,13.011104588302794,9.170689659279043,-5.94455951063372,-2.998690265625492,-9.915589504028524,-3.896979913835324,-1.7482840205033288,14.733422738179776,-6.041314195404479,-1.072744671137182,-10.855112692350316,-1.5167353577033253,-9.319951114641531,20.26657726182022,-6.04131419540448,1.0727446711371278,-10.855112692350316,1.5167353577036664,-9.319951114641507,25.82931034072096,-5.944559510633719,2.9986902656255734,-9.915589504028512,3.896979913835011,-1.7482840205033359,31.301937101218208,-4.485298089014947,2.909092538435479,-3.217143812362781,-6.204967865731305,13.01110458830266,35.0,0.0
1.12,0.0,0.0,3.669287951472394,-4.516832583672113,-2.844281527151151,-3.087102706110004,6.931683128773663,12.845461153555442,9.140532658082446,-6.043804601762033,-3.0354387221369867,-9.930845302004885,-3.6149265499790673,-1.2220077947935426,14.722612962169334,-6.150325762868689,-1.0877785501872346,-10.947947603214407,-1.4108176709425138,-9.253748441112352,20.277387037830664,-6.15032576286869,1.0877785501871837,-10.947947603214407,1.4108176709427767,-9.253748441112323,25.859467341917558,-6.043804601762032,3.035438722137064,-9.930845302004874,3.6149265499785344,-1.2220077947935817,31.330712048527605,-4.516832583672111,2.8442815271511375,-3.087102706110019,-6.9316831287735,12.845461153555407,35.0,0.0
1.1300000000000001,0.0,0.0,3.6412036340090754,-4.547082572354582,-2.7723070455559187,-2.9588658012832187,7.659061174004599,12.637667082825255,9.110021587984921,-6.143173888175072,-3.0691680816218962,-9.940773016674372,-3.3164622415053024,-0.676591412698551,14.711658923074596,-6.260262700818012,-1.1018014012983095,-11.040081957051767,-1.3023560338009688,-9.180069402231707,20.2883410769254,-6.2602627008180125,1.1018014012982629,-11.040081957051767,1.3023560338014164,-9.180069402231664,25.889978412015083,-6.14317388817507,3.069168081621968,-9.94077301667436,3.3164622415047518,-0.6765914126985972,31.358796365990926,-4.547082572354579,2.7723070455559062,-2.9588658012832343,-7.6590611740045915,12.637667082825162,35.0,0.0
1.1400000000000001,0.0,0.0,3.6138834035814456,-4.576066811074617,-2.6930194176525406,-2.8329842863737973,8.384042313682677,12.388661802938161,9.079183525687752,-6.242610940825326,-3.0998580810315977,-9.945111241605787,-3.00072221869301,-0.11276207764818302,14.700572528415272,-6.37111853402788,-1.1147207304358326,-11.131445370273076,-1.1920025194104298,-9.09824499707681,20.299427471584725,-6.371118534027881,1.1147207304357907,-11.131445370273076,1.1920025194109058,-9.098244997076788,25.920816474312254,-6.242610940825324,3.0998580810316634,-9.945111241605776,3.000722218692246,-0.11276207764829671,31.386116596418553,-4.576066811074615,2.693019417652529,-2.8329842863738133,-8.384042313682386,12.388661802938211,35.0,0.0
1.1500000000000001,0.0,0.0,3.587399561075477,-4.603808184367165,-2.606333843181172,-2.709961770404666,9.103542608484233,12.09963856281239,9.048047762466162,-6.342058150213434,-3.1274519196478683,-9.94362685663499,-2.666928464980309,0.46861927222890465,14.689365674310944,-6.48288555584498,-1.126461790601367,-11.221958193410579,-1.080324080520704,-9.00757724579111,20.31063432568905,-6.48288555584498,1.1264617906013303,-11.221958193410577,1.080324080521308,-9.007577245791088,25.951952237533845,-6.3420581502134326,3.127451919647927,-9.943626856634982,2.6669284649793212,0.4686192722287732,31.41260043892452,-4.603808184367163,2.606333843181162,-2.709961770404682,-9.103542608483849,12.099638562812439,35.0,0.0
1.16,0.0,0.0,3.5618232510735117,-4.6303337052898526,-2.5122303976193834,-2.590254282930294,9.814436833538316,11.772060887860023,9.016645804169322,-6.441456726388181,-3.151856259082883,-9.93611502786491,-2.314373574955223,1.0665484393089084,14.678050245481074,-6.595554828187247,-1.136967581832613,-11.311531511118071,-0.9678048331172917,-8.90734032513046,20.321949754518922,-6.595554828187248,1.136967581832582,-11.31153151111807,0.9678048331177962,-8.907340325130418,25.983354195830685,-6.4414567263881795,3.151856259082934,-9.9361150278649,2.314373574954246,1.066548439308777,31.438176748926487,-4.630333705289851,2.5122303976193763,-2.59025428293031,-9.814436833537997,11.77206088786008,35.0,0.0
1.17,0.0,0.0,3.537224461854253,-4.6556745154229935,-2.410754032182151,-2.474270274036682,10.513541931974018,11.40767965257684,8.985011371220338,-6.540746698946509,-3.172941223279218,-9.922399207665524,-1.942405131866149,1.6798675518867707,14.666638115244998,-6.709116181543878,-1.1461988512034094,-11.400067142170917,-0.8548484267971475,-8.796781875672904,20.333361884754996,-6.709116181543878,1.1461988512033845,-11.400067142170915,0.8548484267977585,-8.79678187567289,26.01498862877967,-6.540746698946507,3.17294122327926,-9.922399207665515,1.9424051318651152,1.679867551886618,31.462775538145745,-4.655674515422992,2.4107540321821466,-2.4742702740366975,-10.513541931973577,11.407679652576933,35.0,0.0
1.18,0.0,0.0,3.513672025392775,-4.679865884869583,-2.30201457382187,-2.362370614341379,11.197601059117751,11.008550720951819,8.953180398616265,-6.639866917033501,-3.190540398509847,-9.902331134673878,-1.5504107515362513,2.3072537787124343,14.655141145521931,-6.823558214975311,-1.1541340928237318,-11.48745763946603,-0.7417805026821682,-8.675124477502335,20.344858854478062,-6.823558214975312,1.1541340928237132,-11.487457639466028,0.7417805026828432,-8.675124477502278,26.046819601383742,-6.639866917033499,3.1905403985098797,-9.90233113467387,1.5504107515352104,2.30725377871231,31.486327974607224,-4.6798658848695815,2.302014573821869,-2.3623706143413927,-11.197601059117432,11.008550720951861,35.0,0.0
1.19,0.0,0.0,3.4912336173605167,-4.7029472122553,-2.1861867252283442,-2.254868594993469,11.863268319435015,10.577053078798885,8.921191035928096,-6.738755049342393,-3.204450833378143,-9.87579083379407,-1.1378039339698098,2.947207216113407,14.643571186830965,-6.9388682961132435,-1.1607695478396938,-11.573586290021883,-0.6288512412280554,-8.541567288994889,20.35642881316903,-6.9388682961132435,1.1607695478396816,-11.573586290021879,0.628851241228773,-8.54156728899484,26.07880896407191,-6.738755049342391,3.2044508333781656,-9.875790833794065,1.1378039339686836,2.9472072161132363,31.508766382639482,-4.7029472122552995,2.1861867252283473,-2.2548685949934812,-11.86326831943461,10.577053078799006,35.0,0.0
