t,r0_x,r0_y,r1_x,r1_y,rdot1_x,rdot1_y,rddot1_x,rddot1_y,r2_x,r2_y,rdot2_x,rdot2_y,rddot2_x,rddot2_y,r3_x,r3_y,rdot3_x,rdot3_y,rddot3_x,rddot3_y,r4_x,r4_y,rdot4_x,rdot4_y,rddot4_x,rddot4_y,r5_x,r5_y,rdot5_x,rdot5_y,rddot5_x,rddot5_y,r6_x,r6_y,rdot6_x,rdot6_y,rddot6_x,rddot6_y,r7_x,r7_y
0.1,0.0,0.0,4.999996060634959,-0.04904998209090018,-0.00023369084045505843,-0.9809984315928556,-0.01163507425725347,-9.809883931109699,9.999999992874455,-0.04905000000000008,-2.902822940865898e-06,-0.9810000000000213,-0.0001962527740854273,-9.809999999999297,15.00000000005847,-0.04904999999999992,1.705884582813641e-08,-0.980999999999999,-3.65047798061834e-07,-9.81,19.99999999994153,-0.04904999999999992,-1.705885374370305e-08,-0.980999999999999,3.6504771479510683e-07,-9.81,25.000000007125543,-0.04905000000000008,2.9028229530614443e-06,-0.9810000000000213,0.00019625277419644955,-9.809999999999297,30.00000393936504,-0.04904998209090018,0.0002336908404509461,-0.9809984315928553,0.011635074257281233,-9.809883931109699,35.0,0.0
0.11,0.0,0.0,4.999992979708648,-0.059350457241718106,-0.0003756782814044467,-1.0790967835615946,-0.016911051126552144,-9.809795127185932,9.999999949842033,-0.059350500000000014,-5.832190288040563e-06,-1.0791,-0.0003459979276102627,-9.80999999999702,15.000000000016867,-0.05935049999999989,5.139878177210096e-10,-1.0790999999999982,-2.5104284181184805e-06,-9.81,19.99999999998313,-0.05935049999999989,-5.13998261544732e-10,-1.0790999999999982,2.510428418118482e-06,-9.81,25.000000050157965,-0.059350500000000014,5.832190304092917e-06,-1.0791,0.0003459979277212852,-9.80999999999702,30.000007020291353,-0.05935045724171812,0.0003756782813990826,-1.079096783561594,0.01691105112638562,-9.809795127185934,35.0,0.0
0.12,0.0,0.0,4.999988214884932,-0.07063190537640407,-0.0005777121645835087,-1.177193966577825,-0.023768853382210804,-9.809656001205143,9.99999986700507,-0.07063199999991501,-1.0603331635582277e-05,-1.1771999999971219,-0.0005759991488102047,-9.809999999988975,14.999999999142231,-0.07063199999999994,-3.2678197579371485e-08,-1.1771999999999998,-6.521081099820919e-06,-9.81,20.00000000085777,-0.07063199999999994,3.267818663409189e-08,-1.1771999999999998,6.521080988798611e-06,-9.81,25.00000013299493,-0.07063199999991501,1.0603331652018382e-05,-1.1771999999971219,0.0005759991490600057,-9.809999999988975,30.00001178511507,-0.07063190537640407,0.0005777121645780106,-1.1771939665778253,0.023768853381933214,-9.809656001205145,35.0,0.0
0.13,0.0,0.0,4.99998097615768,-0.08289430504250558,-0.0008572020325905013,-1.2752892297943004,-0.03246189593630965,-9.80944627528998,9.99999972458553,-0.08289449999962838,-1.8653907513881154e-05,-1.2752999999885157,-0.0009238217079202207,-9.809999999963448,14.999999996579225,-0.08289449999999995,-7.012313867089947e-08,-1.2753,-1.3257607196433103e-05,-9.81,20.000000003420777,-0.08289449999999995,7.012312870163042e-08,-1.2753,1.3257607196433104e-05,-9.81,25.00000027541447,-0.08289449999962838,1.8653907528610762e-05,-1.2752999999885157,0.0009238217078369541,-9.809999999963448,30.00001902384232,-0.08289430504250558,0.0008572020325854016,-1.2752892297943006,0.032461895936392926,-9.80944627528998,35.0,0.0
0.14,0.0,0.0,4.9999705233229195,-0.0961376568201448,-0.0012340232060153676,-1.3733820915407582,-0.04327713563700563,-9.809140021644335,9.99999950354083,-0.0961379999993689,-3.071934815513816e-05,-1.373399999982877,-0.0014244776496266575,-9.809999999900548,14.999999994205758,-0.09613799999999997,-1.4954585968100065e-07,-1.3734000000000002,-2.395382230601326e-05,-9.81,20.00000000579424,-0.09613799999999997,1.4954585108837034e-07,-1.3734000000000002,2.395382238928001e-05,-9.81,25.000000496459172,-0.0961379999993689,3.071934816791383e-05,-1.373399999982877,0.0014244776494878797,-9.809999999900548,30.00002947667708,-0.0961376568201448,0.0012340232060103762,-1.3733820915407584,0.04327713563703339,-9.809140021644335,35.0,0.0
0.15,0.0,0.0,4.999955829094886,-0.11036193930270705,-0.001730844543151839,-1.471471567773436,-0.056502811621983645,-9.808705022218655,9.999999154367288,-0.1103624999992775,-4.8276415501243875e-05,-1.4714999999842568,-0.0021243770990208677,-9.80999999975708,14.99999999209774,-0.11036249999999997,-3.519605983510858e-07,-1.4714999999999998,-4.109629649799136e-05,-9.81,20.000000007902262,-0.11036249999999997,3.519605907622637e-07,-1.4714999999999998,4.10962964147246e-05,-9.81,25.000000845632712,-0.1103624999992775,4.827641551307557e-05,-1.4714999999842568,0.0021243770990763767,-9.80999999975708,30.000044170905113,-0.11036193930270707,0.0017308445431461436,-1.471471567773436,0.056502811622066884,-9.808705022218653,35.0,0.0
0.16,0.0,0.0,4.999935555426227,-0.1255671065360049,-0.002373186344323658,-1.5695561243611098,-0.07242601581933449,-9.808101953385481,9.999998595554485,-0.12556799999938134,-7.364026338399926e-05,-1.5695999999911365,-0.003082370319771219,-9.809999999436767,14.999999988276429,-0.125568,-8.001668402342132e-07,-1.5695999999999999,-6.846374002842068e-05,-9.81,20.00000001172357,-0.125568,8.001668328041491e-07,-1.5695999999999999,6.846374011168742e-05,-9.81,25.000001404445516,-0.12556799999938134,7.364026339660617e-05,-1.5695999999911365,0.0030823703196046813,-9.809999999436767,30.000064444573773,-0.12556710653600495,0.002373186344316216,-1.5695561243611098,0.07242601581941771,-9.808101953385481,35.0,0.0
0.17,0.0,0.0,4.999908053508004,-0.14175308801827796,-0.003189420351884568,-1.6676336770850928,-0.09133252771236504,-9.807283521815338,9.999997713585268,-0.1417544999995935,-0.00010996443752511522,-1.6676999999964264,-0.004369747714646699,-9.809999998734039,14.999999978708438,-0.14175450000000006,-1.6587493186950855e-06,-1.6677,-0.00011112700209773362,-9.81,20.000000021291566,-0.14175450000000006,1.6587493104077475e-06,-1.6677,0.00011112700201446684,-9.81,25.000002286414734,-0.1417544999995935,0.00010996443754037782,-1.6676999999964264,0.004369747714591184,-9.809999998734039,30.000091946491995,-0.14175308801827802,0.003189420351874401,-1.667633677085093,0.09133252771255929,-9.807283521815338,35.0,0.0
0.18,0.0,0.0,4.999871363769692,-0.15891978870019285,-0.004210769750218316,-1.7657015916392353,-0.1135066187587299,-9.80619356684974,9.999996362935743,-0.15892199999971302,-0.0001612408755362127,-1.7657999999874652,-0.006070239827764954,-9.809999997235964,14.999999957305727,-0.15892200000000006,-3.1340780149100444e-06,-1.7657999999999996,-0.00017544907180168547,-9.81,20.000000042694275,-0.15892200000000006,3.1340780048796594e-06,-1.7657999999999996,0.00017544907171841852,-9.81,25.000003637064257,-0.15892199999971302,0.00016124087555562452,-1.7657999999874652,0.006070239827848223,-9.809999997235964,30.000128636230308,-0.1589197887001929,0.0042107697502048,-1.7657015916392358,0.11350661875872992,-9.80619356684974,35.0,0.0
0.19,0.0,0.0,4.999823215879181,-0.17706708898484355,-0.005471309165738665,-1.8637566836299275,-0.13923082385901359,-9.804766130776944,9.999994366075278,-0.17707049999942515,-0.00023229990691882318,-1.8638999999460235,-0.008280017346214719,-9.809999994162242,14.999999915925613,-0.17707050000000013,-5.4743081578670925e-06,-1.8638999999999992,-0.00026908507810764943,-9.81,20.000000084074387,-0.17707050000000013,5.4743081456393824e-06,-1.8638999999999992,0.0002690850781076497,-9.81,25.000005633924722,-0.17707049999942515,0.000232299906942943,-1.8638999999460235,0.008280017346159206,-9.809999994162242,30.000176784120818,-0.17706708898484358,0.005471309165721827,-1.8637566836299277,0.1392308238590968,-9.804766130776942,35.0,0.0
0.2,0.0,0.0,4.999761028742775,-0.1961948447277509,-0.007007964666889376,-1.9617952185760945,-0.16878567723194904,-9.802924498614287,9.999991513466506,-0.1961999999983012,-0.000328810253064388,-1.9619999998482993,-0.011107691106552861,-9.809999988118436,14.999999844370764,-0.1962000000000002,-8.969380224365864e-06,-1.9619999999999989,-0.00040098228921889095,-9.81,20.000000155629237,-0.1962000000000002,8.969380210219286e-06,-1.9619999999999989,0.00040098228921889084,-9.81,25.000008486533495,-0.1961999999983012,0.0003288102530922914,-1.9619999998482993,0.011107691106469584,-9.809999988118436,30.000238971257225,-0.19619484472775098,0.00700796466687018,-1.961795218576095,0.16878567723203242,-9.802924498614287,35.0,0.0
0.21,0.0,0.0,4.999681910505188,-0.2163028872368629,-0.008860513764144207,-2.0598129119092,-0.20244941003227826,-9.80058020921003,9.999987563565318,-0.2163104999957983,-0.00045727902725425815,-2.0600999996649207,-0.01467431210217172,-9.809999976732792,14.999999730389199,-0.21631050000000027,-1.3951019939017626e-05,-2.060099999999998,-0.0005813801139431202,-9.81,20.0000002696108,-0.21631050000000027,1.3951019924264613e-05,-2.060099999999998,0.0005813801140263873,-9.81,25.000012436434684,-0.2163104999957983,0.0004572790272829898,-2.0600999996649207,0.014674312102005172,-9.809999976732792,30.00031808949481,-0.216302887236863,0.008860513764124861,-2.059812911909201,0.2024494100323615,-9.80058020921003,35.0,0.0
0.22,0.0,0.0,4.999582573127118,-0.23739097087532907,-0.011069910141166645,-2.157804251235488,-0.24049472801202076,-9.79763225065472,9.999982127268588,-0.23740199997324224,-0.000626549544241448,-2.1581999988559226,-0.01910629417707844,-9.809999955936307,14.999999555538677,-0.23740199999999986,-2.0846998112251015e-05,-2.158200000000001,-0.0008269673720931396,-9.809999999999995,20.000000444461325,-0.23740199999999986,2.0846998097904147e-05,-2.158200000000001,0.0008269673720098724,-9.809999999999995,25.000017872731412,-0.23740199997324224,0.0006265495442687178,-2.1581999988559226,0.019106294177078417,-9.809999955936307,30.00041742687288,-0.23739097087532907,0.011069910141148763,-2.1578042512354885,0.24049472801224292,-9.797632250654715,35.0,0.0
0.23,0.0,0.0,4.999459203864499,-0.25945879591414595,-0.01368056490371063,-2.2557624726025822,-0.28317386841652104,-9.793966449790629,9.999974702564172,-0.2594744999230726,-0.0008466829568494849,-2.2562999972780413,-0.02454506302776386,-9.8099999190544,14.999999300027946,-0.25947449999999983,-3.0390285141102453e-05,-2.256300000000002,-0.00115987598341784,-9.809999999999981,20.000000699972052,-0.25947449999999983,3.039028512671914e-05,-2.256300000000002,0.0011598759836121309,-9.809999999999981,25.00002529743583,-0.2594744999230726,0.0008466829568761418,-2.2562999972780413,0.024545063027403002,-9.8099999190544,30.0005407961355,-0.25945879591414595,0.013680564903693609,-2.2557624726025827,0.2831738684167431,-9.793966449790627,35.0,0.0
0.24,0.0,0.0,4.999307552202682,-0.2825060519505972,-0.016742456596809556,-2.353680299188099,-0.33071884737749574,-9.789454414891127,9.999964836765857,-0.28252799987145605,-0.0011268434850322182,-2.3543999956660295,-0.031159111630154675,-9.809999855758699,14.999998939144588,-0.2825279999999998,-4.3613561789679505e-05,-2.3544000000000045,-0.0015990333953929143,-9.809999999999956,20.00000106085541,-0.2825279999999998,4.3613561775609745e-05,-2.3544000000000045,0.0015990333955594506,-9.809999999999956,25.000035163234145,-0.28252799987145605,0.0011268434850578296,-2.3543999956660295,0.03115911162979381,-9.809999855758699,30.000692447797316,-0.28250605195059725,0.01674245659679347,-2.3536802991880994,0.3307188473778009,-9.78945441489112,35.0,0.0
0.25,0.0,0.0,4.999122838269319,-0.306532298015929,-0.020306726215023888,-2.4515486574855405,-0.38334274659794426,-9.783952946643579,9.999951901730489,-0.30656249982812755,-0.0014785961184001597,-2.4524999941060264,-0.03912682321726786,-9.809999749649375,14.999998428818499,-0.3065624999999998,-6.185596447602426e-05,-2.452500000000006,-0.0021692362504505316,-9.80999999999992,20.0000015711815,-0.3065624999999998,6.185596446316566e-05,-2.452500000000006,0.0021692362506448262,-9.80999999999992,25.000048098269513,-0.30656249982812755,0.00147859611842339,-2.4524999941060264,0.039126823216795954,-9.809999749649375,30.000877161730678,-0.30653229801592907,0.02030672621500932,-2.451548657485541,0.3833427465983883,-9.783952946643568,35.0,0.0
0.26,0.0,0.0,4.998899751300382,-0.3315369611567323,-0.024425626448936567,-2.5493566607707514,-0.44123908204543555,-9.777303282772824,9.999935090943897,-0.3315779997858233,-0.0019159473662899982,-2.5505999920189373,-0.04863626372931071,-9.809999575198832,14.999997705481173,-0.33157799999999993,-8.676359500014739e-05,-2.5506000000000064,-0.0029012749811437883,-9.809999999999867,20.000002294518826,-0.33157799999999993,8.676359498966285e-05,-2.5506000000000064,0.002901274981421352,-9.809999999999867,25.000064909056107,-0.3315779997858233,0.001915947366309062,-2.5505999920189373,0.04863626372883881,-9.809999575198832,30.00110024869962,-0.3315369611567324,0.024425626448924345,-2.5493566607707514,0.4412390820456302,-9.777303282772824,35.0,0.0
