t,r0_x,r0_y,rdot0_x,rdot0_y,rddot0_x,rddot0_y,r1_x,r1_y,rdot1_x,rdot1_y,rddot1_x,rddot1_y,r2_x,r2_y,rdot2_x,rdot2_y,rddot2_x,rddot2_y,r3_x,r3_y,rdot3_x,rdot3_y,rddot3_x,rddot3_y,r4_x,r4_y,rdot4_x,rdot4_y,rddot4_x,rddot4_y,rLeft_x,rLeft_y,rRight_x,rRight_y
0.25,5.99914087783947,-0.30653762546059565,-0.019764875601843812,-2.4517182344107185,-0.36931888019736553,-9.788667462313517,11.999943822412972,-0.30656249987586826,-0.0017110988940470563,-2.452499995371139,-0.04480602228124158,-9.809999800299014,18.0,-0.30656249999999974,6.712016622701832e-15,-2.452500000000009,-7.993779249648725e-14,-9.80999999999986,24.000056177587027,-0.30656249987586826,0.0017110988940358812,-2.452499995371139,0.04480602228148142,-9.809999800299014,30.00085912216053,-0.30653762546059565,0.019764875601835888,-2.451718234410719,0.3693188801972056,-9.788667462313517,0.0,0.0,36.0,0.0
0.26,5.998923946134561,-0.33154421161028136,-0.023726983690939465,-2.5495791086240724,-0.42396089823593336,-9.783251778265218,11.999924355278337,-0.3315779998365995,-0.0022116203809869547,-2.550599993482486,-0.05548587103304882,-9.809999662035937,18.0,-0.3315779999999998,7.603395048356591e-15,-2.5506000000000095,-1.1990755610646886e-13,-9.809999999999754,24.00007564472166,-0.3315779998365995,0.002211620380974741,-2.550599993482486,0.05548587103332869,-9.809999662035937,30.00107605386544,-0.3315442116102813,0.023726983690930657,-2.549579108624073,0.42396089823573346,-9.78325177826522,0.0,0.0,36.0,0.0
0.27,5.998664518227398,-0.35752911176463376,-0.028262395994313967,-2.6473805562364396,-0.48350190074399835,-9.776767238760037,11.999899361182134,-0.35757449977860856,-0.002826249390511781,-2.6486999902337724,-0.06805225850834824,-9.809999439644777,18.0,-0.35757449999999996,8.164684830647977e-15,-2.648700000000005,0.0,-9.809999999999555,24.000100638817866,-0.35757449977860856,0.00282624939049938,-2.6486999902337724,0.0680522585083882,-9.809999439644777,30.001335481772603,-0.3575291117646337,0.028262395994303673,-2.64738055623644,0.4835019007439181,-9.77676723876004,0.0,0.0,36.0,0.0
0.28,5.998356613025851,-0.38449164740581687,-0.033419918989779,-2.7451108866234235,-0.5480435999209445,-9.769060579629947,11.999867548221703,-0.38455199967040377,-0.003575213496371819,-2.746799984165055,-0.08270902325609912,-9.809999088346222,18.0,-0.384552,8.367532024741789e-15,-2.7467999999999924,-7.993605777301127e-14,-9.809999999999127,24.000132451778295,-0.38455199967040377,0.0035752134963600367,-2.746799984165055,0.08270902325625906,-9.809999088346222,30.00164338697415,-0.38449164740581676,0.03341991898976682,-2.745110886623424,0.5480435999209843,-9.76906057962994,0.0,0.0,36.0,0.0
0.29,5.997993777448175,-0.41243103168168227,-0.03924874228698516,-2.8427569461600743,-0.6176675024119243,-9.759964654227833,11.999827424296482,-0.41251049946661733,-0.0044813252304488115,-2.844899973273597,-0.09966430024373112,-9.809998543287152,18.0,-0.41251049999999984,8.281633206989487e-15,-2.8448999999999667,-7.993952721996322e-14,-9.80999999999816,24.000172575703516,-0.41251049946661733,0.004481325230438159,-2.844899973273597,0.09966430024385109,-9.809998543287152,30.002006222551824,-0.41243103168168205,0.03924874228697104,-2.8427569461600752,0.6176675024118845,-9.759964654227833,0.0,0.0,36.0,0.0
0.3,5.997569086423013,-0.4413463694057702,-0.04579843862742211,-2.940304118220892,-0.6924343363975831,-9.749297934644567,11.999777297108007,-0.44144999910800586,-0.005569982082755988,-2.9429999550138723,-0.11913052123618079,-9.80999771248079,18.0,-0.44144999999999934,8.074735474928188e-15,-2.942999999999925,-3.469446951953614e-18,-9.809999999996027,24.000222702891993,-0.44144999910800586,0.005569982082746435,-2.9429999550138723,0.11913052123618073,-9.80999771248079,30.002430913576987,-0.4413463694057699,0.04579843862740652,-2.940304118220892,0.6924343363975831,-9.749297934644567,0.0,0.0,36.0,0.0
0.31,5.997075198195129,-0.47123664561642464,-0.053118055834697774,-3.037736261646304,-0.772392830581158,-9.736863787133958,11.999715227116125,-0.4713704984285831,-0.006869633495693348,-3.0410999244315993,-0.14131545173133106,-9.809996467803712,18.0,-0.47137049999999076,8.00501773763732e-15,-3.041099999999918,1.1991102555342081e-13,-9.809999999991051,24.000284772883877,-0.4713704984285831,0.006869633495684051,-3.0410999244315993,0.1413154517310511,-9.809996467803712,30.00292480180487,-0.47123664561642475,0.053118055834681724,-3.037736261646305,0.7723928305813583,-9.736863787133954,0.0,0.0,36.0,0.0
0.32,5.996505001946624,-0.5021005554690259,-0.06124633698952977,-3.1350345388134504,-0.8576945747718838,-9.722446831638438,11.999638378670234,-0.5022719960678932,-0.008416243155110656,-3.1391998536215304,-0.16630547043661278,-9.809994630934096,18.0,-0.5022719999998729,8.174668196477288e-15,-3.139200000000988,6.938893903907228e-18,-9.809999999971565,24.000361621329766,-0.5022719960678932,0.0084162431551002,-3.1391998536215304,0.16630547043665278,-9.809994630934096,30.003494998053377,-0.502100555469026,0.06124633698951508,-3.1350345388134513,0.857694574771843,-9.722446831638438,0.0,0.0,36.0,0.0
0.33,5.995849742305998,-0.5339367555666923,-0.07024247370472705,-3.232178322694513,-0.9482868265279147,-9.705821248585293,11.99954440668783,-0.5341544924727435,-0.010236125256598649,-3.2372997523042226,-0.19434450093485878,-9.809991960328453,18.0,-0.5341544999997095,8.53285476230285e-15,-3.237300000003359,7.994993556081909e-14,-9.80999999993142,24.00045559331217,-0.5341544924727435,0.010236125256586152,-3.2372997523042226,0.19434450093457878,-9.809991960328453,30.004150257694,-0.5339367555666925,0.07024247370471472,-3.2321783226945136,0.9482868265282356,-9.705821248585282,0.0,0.0,36.0,0.0
0.34,5.995099832155378,-0.5667436631459694,-0.08016957080375664,-3.3291445237949158,-1.0440432126307686,-9.68674778913219,11.999430873030898,-0.5670179883545672,-0.012354902383061257,-3.3353996323123343,-0.22571521011397194,-9.809988127482281,18.0,-0.5670179999995906,9.032837863415257e-15,-3.335400000006405,-1.1991796444732472e-13,-9.809999999867463,24.0005691269691,-0.5670179883545672,0.012354902383046457,-3.3353996323123343,0.22571521011417195,-9.809988127482281,30.00490016784462,-0.5667436631459696,0.08016957080374687,-3.329144523794916,1.0440432126307684,-9.68674778913218,0.0,0.0,36.0,0.0
