t,r0_x,r0_y,rdot0_x,rdot0_y,rddot0_x,rddot0_y,r1_x,r1_y,rdot1_x,rdot1_y,rddot1_x,rddot1_y,r2_x,r2_y,rdot2_x,rdot2_y,rddot2_x,rddot2_y,r3_x,r3_y,rdot3_x,rdot3_y,rddot3_x,rddot3_y,r4_x,r4_y,rdot4_x,rdot4_y,rddot4_x,rddot4_y,rLeft_x,rLeft_y,rRight_x,rRight_y
0.12,6.999988321,-0.070631933,-0.000569316,-1.177195734,-0.02332037,-9.809756572,13.99999982,-0.070632,-1.48E-05,-1.1772,-0.000791724,-9.81,21,-0.070632,3.89E-15,-1.1772,-2.18E-13,-9.81,28.00000018,-0.070632,1.48E-05,-1.1772,0.000791724,-9.81,35.00001168,-0.070631933,0.000569316,-1.177195734,0.02332037,-9.809756572,0,0,42,0
0.13,6.999981197,-0.082894363,-0.000842486,-1.275292415,-0.031747977,-9.809608765,13.99999962,-0.0828945,-2.59E-05,-1.2753,-0.001263253,-9.81,21,-0.0828945,-3.16E-16,-1.2753,-3.81E-13,-9.81,28.00000038,-0.0828945,2.59E-05,-1.2753,0.001263253,-9.81,35.0000188,-0.082894363,0.000842486,-1.275292415,0.031747977,-9.809608765,0,0,42,0
0.14,6.999970922,-0.096137759,-0.001209866,-1.3733874,-0.042183065,-9.809393359,13.99999932,-0.096138,-4.26E-05,-1.3734,-0.001939803,-9.81,21,-0.096138,-4.71E-15,-1.3734,-3.81E-13,-9.81,28.00000068,-0.096138,4.26E-05,-1.3734,0.001939803,-9.81,35.00002908,-0.096137759,0.001209866,-1.3733874,0.042183065,-9.809393359,0,0,42,0
0.15,6.999956506,-0.110362106,-0.001693072,-1.471479988,-0.054880964,-9.809088029,13.99999883,-0.1103625,-6.67E-05,-1.4715,-0.002880986,-9.81,21,-0.1103625,-8.55E-15,-1.4715,-3.81E-13,-9.81,28.00000117,-0.1103625,6.67E-05,-1.4715,0.002880986,-9.81,35.00004349,-0.110362106,0.001693072,-1.471479988,0.054880964,-9.809088029,0,0,42,0
0.16,6.99993667,-0.12556737,-0.002315979,-1.569569105,-0.070088136,-9.808665653,13.99999806,-0.125568,-0.000101165,-1.5696,-0.00416094,-9.81,21,-0.125568,-1.14E-14,-1.5696,-2.72E-13,-9.81,28.00000194,-0.125568,0.000101165,-1.5696,0.00416094,-9.81,35.00006333,-0.12556737,0.002315979,-1.569569105,0.070088136,-9.808665653,0,0,42,0
0.17,6.99990985,-0.141753504,-0.003104726,-1.667653307,-0.088042097,-9.808093766,13.99999684,-0.1417545,-0.000150103,-1.6677,-0.005868328,-9.809999999,21,-0.1417545,-1.31E-14,-1.6677,-3.81E-13,-9.81,28.00000316,-0.1417545,0.000150103,-1.6677,0.005868328,-9.809999999,35.00009015,-0.141753504,0.003104726,-1.667653307,0.088042097,-9.808093766,0,0,42,0
0.18,6.999874193,-0.15892044,-0.004087717,-1.765730779,-0.108971322,-9.807334001,13.999995,-0.158922,-0.000218622,-1.7658,-0.00810634,-9.809999998,21,-0.158922,-1.38E-14,-1.7658,-2.72E-13,-9.81,28.000005,-0.158922,0.000218622,-1.7658,0.00810634,-9.809999998,35.00012581,-0.15892044,0.004087717,-1.765730779,0.108971322,-9.807334001,0,0,42,0
0.19,6.999827556,-0.177068097,-0.005295613,-1.863799333,-0.133095129,-9.80634151,13.9999923,-0.1770705,-0.000312925,-1.8639,-0.010992691,-9.809999996,21,-0.1770705,-1.40E-14,-1.8639,-2.18E-13,-9.81,28.0000077,-0.1770705,0.000312925,-1.8639,0.010992691,-9.809999996,35.00017244,-0.177068097,0.005295613,-1.863799333,0.133095129,-9.80634151,0,0,42,0
0.2,6.999767513,-0.196196374,-0.006761342,-1.961856412,-0.160623552,-9.805064372,13.99998847,-0.1962,-0.000440295,-1.962,-0.014659622,-9.809999992,21,-0.1962,-1.44E-14,-1.962,-1.09E-13,-9.81,28.00001153,-0.1962,0.000440295,-1.962,0.014659622,-9.809999992,35.00023249,-0.196196374,0.006761342,-1.961856412,0.160623552,-9.805064372,0,0,42,0
0.21,6.999691346,-0.216305154,-0.008520092,-2.059899085,-0.191757198,-9.803442991,13.9999832,-0.2163105,-0.000609088,-2.0601,-0.019253899,-9.809999984,21,-0.2163105,-1.59E-14,-2.0601,-3.81E-13,-9.81,28.0000168,-0.2163105,0.000609088,-2.0601,0.019253899,-9.809999984,35.00030865,-0.216305154,0.008520092,-2.059899085,0.191757198,-9.803442991,0,0,42,0
0.22,6.999596043,-0.237394272,-0.010607001,-2.157923599,-0.226696894,-9.801409494,13.99997599,-0.237402,-0.000830442,-2.158199999,-0.024914959,-9.809999971,21,-0.237402,-1.84E-14,-2.1582,-1.09E-13,-9.81,28.00002401,-0.237402,0.000830442,-2.158199999,0.024914959,-9.809999971,35.00040396,-0.237394272,0.010607001,-2.157923599,0.226696894,-9.801409494,0,0,42,0
0.23,6.999478131,-0.259463526,-0.013060813,-2.255925401,-0.265614626,-9.798887536,13.9999662,-0.2594745,-0.001116076,-2.256299999,-0.031798749,-9.809999946,21,-0.2594745,-2.05E-14,-2.2563,-1.09E-13,-9.81,28.0000338,-0.2594745,0.001116076,-2.256299999,0.031798749,-9.809999946,35.00052187,-0.259463526,0.013060813,-2.255925401,0.265614626,-9.798887536,0,0,42,0
0.24,6.99933367,-0.282512688,-0.015924857,-2.3538994,-0.308642728,-9.795791868,13.99995324,-0.282528,-0.001477253,-2.354399998,-0.040097281,-9.809999905,21,-0.282528,-2.23E-14,-2.3544,-1.09E-13,-9.81,28.00004676,-0.282528,0.001477253,-2.354399998,0.040097281,-9.809999905,35.00066633,-0.282512688,0.015924857,-2.3538994,0.308642728,-9.795791868,0,0,42,0
0.25,6.999158304,-0.306541446,-0.019242443,-2.451839372,-0.355896384,-9.792027773,13.99993632,-0.3065625,-0.001927828,-2.452499997,-0.050003679,-9.809999836,21,-0.3065625,-2.40E-14,-2.4525,-1.09E-13,-9.81,28.00006368,-0.3065625,0.001927828,-2.452499997,0.050003679,-9.809999836,35.0008417,-0.306541446,0.019242443,-2.451839372,0.355896384,-9.792027773,0,0,42,0
0.26,6.998947263,-0.331549407,-0.023056856,-2.549737959,-0.407473373,-9.787490597,13.99991443,-0.331578,-0.002484262,-2.550599995,-0.061712083,-9.809999723,21,-0.331578,-2.53E-14,-2.5506,-1.09E-13,-9.81,28.00008557,-0.331578,0.002484262,-2.550599995,0.061712083,-9.809999723,35.00105274,-0.331549407,0.023056856,-2.549737959,0.407473373,-9.787490597,0,0,42,0
0.27,6.99869536,-0.357536094,-0.02741135,-2.64758667,-0.463453728,-9.782065299,13.99988638,-0.3575745,-0.003165621,-2.648699992,-0.075417657,-9.809999543,21,-0.3575745,-2.60E-14,-2.6487,-1.09E-13,-9.81,28.00011362,-0.3575745,0.003165621,-2.648699992,0.075417657,-9.809999543,35.00130464,-0.357536094,0.02741135,-2.64758667,0.463453728,-9.782065299,0,0,42,0
0.28,6.998396992,-0.384500948,-0.032349153,-2.745375882,-0.523899385,-9.775626013,13.99985076,-0.384552,-0.003993573,-2.746799987,-0.091316584,-9.809999258,21,-0.384552,-2.57E-14,-2.7468,0,-9.81,28.00014924,-0.384552,0.003993573,-2.746799987,0.091316584,-9.809999258,35.00160301,-0.384500948,0.032349153,-2.745375882,0.523899385,-9.775626013,0,0,42,0
0.29,6.998046143,-0.412443327,-0.037913465,-2.843094838,-0.588853792,-9.768035625,13.99980597,-0.4125105,-0.004992389,-2.844899978,-0.109606067,-9.809998818,21,-0.4125105,-2.39E-14,-2.8449,3.81E-13,-9.81,28.00019403,-0.4125105,0.004992389,-2.844899978,0.109606067,-9.809998818,35.00195386,-0.412443327,0.037913465,-2.843094838,0.588853792,-9.768035625,0,0,42,0
0.3,6.99763638,-0.441362508,-0.044147431,-2.940731646,-0.658341793,-9.759145356,13.99975022,-0.441449999,-0.00618896,-2.942999963,-0.130484069,-9.809998151,21,-0.44145,-1.97E-14,-2.943,4.90E-13,-9.81,28.00024978,-0.441449999,0.00618896,-2.942999963,0.130484069,-9.809998151,35.00236362,-0.441362508,0.044147431,-2.940731646,0.658341793,-9.759145356,0,0,42,0
0.31,6.997161565,-0.471257582,-0.051082659,-3.038272673,-0.732509232,-9.748791102,13.9996809,-0.471370498,-0.007618689,-3.041099927,-0.154016486,-9.809997156,21,-0.4713705,-1.45E-14,-3.0411,4.90E-13,-9.81,28.0003191,-0.471370498,0.007618689,-3.041099927,0.154016486,-9.809997156,35.00283843,-0.471257582,0.051082659,-3.038272673,0.732509232,-9.748791102,0,0,42,0
0.32,6.996614423,-0.502127554,-0.058765998,-3.135702557,-0.811357931,-9.736799112,13.99959555,-0.502271996,-0.00930933,-3.139199869,-0.180366925,-9.809995696,21,-0.502272,-9.19E-15,-3.1392,6.53E-13,-9.81,28.00040445,-0.502271996,0.00930933,-3.139199869,0.180366925,-9.809995696,35.00338558,-0.502127554,0.058765998,-3.135702557,0.811357931,-9.736799112,0,0,42,0
0.33,6.995986475,-0.533971299,-0.067256589,-3.233004169,-0.894729217,-9.722987064,13.99949192,-0.534154494,-0.011282798,-3.2372998,-0.209815469,-9.809993581,21,-0.5341545,-3.26E-15,-3.2373,4.90E-13,-9.81,28.00050808,-0.534154494,0.011282798,-3.2372998,0.209815469,-9.809993581,35.00401352,-0.533971299,0.067256589,-3.233004169,0.894729217,-9.722987064,0,0,42,0
0.34,6.995268947,-0.566787438,-0.076609091,-3.330158152,-0.982475126,-9.707160043,13.99936735,-0.567017991,-0.013564527,-3.335399719,-0.242602518,-9.809990557,21,-0.567018,3.63E-15,-3.3354,5.99E-13,-9.81,28.00063265,-0.567017991,0.013564527,-3.335399719,0.242602518,-9.809990557,35.00473105,-0.566787438,0.076609091,-3.330158152,0.982475126,-9.707160043,0,0,42,0
0.35,6.99445276,-0.600574341,-0.086873687,-3.427142915,-1.074457603,-9.689110187,13.99921873,-0.600862488,-0.016183474,-3.43349962,-0.278928786,-9.809986276,21,-0.6008625,1.16E-14,-3.4335,5.99E-13,-9.81,28.00078127,-0.600862488,0.016183474,-3.43349962,0.278928786,-9.809986276,35.00554724,-0.600574341,0.086873687,-3.427142915,1.074457603,-9.689110187,0,0,42,0
0.36,6.99352854,-0.635330125,-0.098096078,-3.523934636,-1.170547654,-9.668616374,13.99904252,-0.635687985,-0.019172119,-3.531599486,-0.318955309,-9.809980283,21,-0.635688,2.05E-14,-3.5316,5.99E-13,-9.81,28.00095748,-0.635687985,0.019172119,-3.531599486,0.318955309,-9.809980283,35.00647146,-0.635330125,0.098096078,-3.523934636,1.170547654,-9.668616374,0,0,42,0
0.37,6.992486612,-0.671052656,-0.110317487,-3.620507264,-1.270624451,-9.645443922,13.99883475,-0.67149448,-0.022566463,-3.629699289,-0.362803442,-9.809971978,21,-0.6714945,3.00E-14,-3.6297,5.99E-13,-9.81,28.00116525,-0.67149448,0.022566463,-3.629699289,0.362803442,-9.809971978,35.00751339,-0.671052656,0.110317487,-3.620507264,1.270624451,-9.645443922,0,0,42,0
0.38,6.991316999,-0.707739547,-0.123574656,-3.716832514,-1.374574407,-9.619344335,13.99859102,-0.708281972,-0.026406029,-3.727798996,-0.410554868,-9.809960585,21,-0.708282,3.96E-14,-3.7278,6.53E-13,-9.809999999,28.00140898,-0.708281972,0.026406029,-3.727798996,0.410554868,-9.809960585,35.008683,-0.707739547,0.123574656,-3.716832514,1.374574407,-9.619344335,0,0,42,0
0.39,6.990009428,-0.74538816,-0.137899849,-3.812879873,-1.482290206,-9.59005508,13.9983065,-0.74605046,-0.030733861,-3.825898562,-0.462251599,-9.809945114,21,-0.7460505,4.86E-14,-3.8259,6.53E-13,-9.809999999,28.0016935,-0.74605046,0.030733861,-3.825898562,0.462251599,-9.809945114,35.00999057,-0.74538816,0.137899849,-3.812879873,1.482290206,-9.59005508,0,0,42,0
0.4,6.988553323,-0.783995605,-0.153320851,-3.908616594,-1.59366979,-9.557299407,13.9979759,-0.784799943,-0.035596526,-3.923997935,-0.517895984,-9.809924313,21,-0.7848,5.60E-14,-3.924,7.62E-13,-9.809999998,28.0020241,-0.784799943,0.035596526,-3.923997935,0.517895984,-9.809924313,35.01144668,-0.783995605,0.153320851,-3.908616594,1.59366979,-9.557299407,0,0,42,0
0.41,6.986937812,-0.823558739,-0.169860964,-4.004007701,-1.708615321,-9.520786211,13.99759352,-0.824530418,-0.041044112,-4.022097053,-0.577450715,-9.809896619,21,-0.8245305,6.06E-14,-4.0221,2.18E-13,-9.809999996,28.00240648,-0.824530418,0.041044112,-4.022097053,0.577450715,-9.809896619,35.01306219,-0.823558739,0.169860964,-4.004007701,1.708615321,-9.520786211,0,0,42,0
0.42,6.98515291,-0.864074213,-0.18751607,-4.099017831,-1.827237707,-9.480199752,13.99715266,-0.865241873,-0.047144202,-4.120195698,-0.64067588,-9.809860126,21,-0.865242,6.12E-14,-4.1202,-1.09E-13,-9.809999993,28.00284734,-0.865241873,0.047144202,-4.120195698,0.64067588,-9.809860126,35.01484709,-0.864074213,0.18751607,-4.099017831,1.827237707,-9.480199752,0,0,42,0
0.43,6.983195988,-0.905538661,-0.206148184,-4.193619515,-1.950979133,-9.435139414,13.9966424,-0.906934239,-0.054042648,-4.218292779,-0.706226225,-9.809812711,21,-0.9069345,5.92E-14,-4.218300002,0,-9.809999983,28.0033576,-0.906934239,0.054042648,-4.218292779,0.706226225,-9.809812711,35.01680401,-0.905538661,0.206148184,-4.193619515,1.950979133,-9.435139414,0,0,42,0
0.44,6.981053321,-0.94794779,-0.225854015,-4.287762561,-2.079422344,-9.385277251,13.99605641,-0.949607534,-0.061734067,-4.316388636,-0.774178347,-9.809751535,21,-0.949608,5.56E-14,-4.316400005,-1.63E-13,-9.809999963,28.00394359,-0.949607534,0.061734067,-4.316388636,0.774178347,-9.809751535,35.01894668,-0.94794779,0.225854015,-4.287762561,2.079422344,-9.385277251,0,0,42,0
0.45,6.978708657,-0.991296551,-0.246767489,-4.38138974,-2.211745897,-9.330296559,13.99538923,-0.993261787,-0.070187111,-4.414483766,-0.844905656,-9.809672994,21,-0.993262499,5.07E-14,-4.414500008,-3.81E-13,-9.809999934,28.00461077,-0.993261787,0.070187111,-4.414483766,0.844905656,-9.809672994,35.02129134,-0.991296551,0.246767489,-4.38138974,2.211745897,-9.330296559,0,0,42,0
0.46,6.976145977,-1.035579238,-0.269003312,-4.474441342,-2.3471964,-9.269869163,13.99463498,-1.037897018,-0.079379437,-4.512578463,-0.918705168,-9.809572638,21,-1.037897999,4.49E-14,-4.512600012,-6.54E-13,-9.809999895,28.00536502,-1.037897018,0.079379437,-4.512578463,0.918705168,-9.809572638,35.02385402,-1.035579238,0.269003312,-4.474441342,2.3471964,-9.269869163,0,0,42,0
0.47,6.973349494,-1.080789489,-0.292656968,-4.566855172,-2.485086345,-9.203655269,13.99378732,-1.083513237,-0.089297702,-4.610672817,-0.995797546,-9.80944501,21,-1.083514499,3.87E-14,-4.610700016,-4.90E-13,-9.809999843,28.00621268,-1.083513237,0.089297702,-4.610672817,0.995797546,-9.80944501,35.02665051,-1.080789489,0.292656968,-4.566855172,2.485086345,-9.203655269,0,0,42,0
0.48,6.970303653,-1.126920282,-0.317804725,-4.658566552,-2.624791854,-9.131303395,13.99283952,-1.130110445,-0.099937567,-4.708766718,-1.076327136,-9.809283465,21,-1.130111999,3.22E-14,-4.708800018,-4.91E-13,-9.809999778,28.00716048,-1.130110445,0.099937567,-4.708766718,1.076327136,-9.809283465,35.02969635,-1.126920282,0.317804725,-4.658566552,2.624791854,-9.131303395,0,0,42,0
0.49,6.966993128,-1.17396394,-0.344503628,-4.749508321,-2.765750338,-9.052450373,13.99178437,-1.177688631,-0.111303698,-4.806859847,-1.160362021,-9.809079978,21,-1.177690499,2.58E-14,-4.806900019,-6.00E-13,-9.809999693,28.00821563,-1.177688631,0.111303698,-4.806859847,1.160362021,-9.809079978,35.03300687,-1.17396394,0.344503628,-4.749508321,2.765750338,-9.052450373,0,0,42,0
0.5,6.963402827,-1.221912126,-0.372791504,-4.839610833,-2.907458062,-8.966721447,13.99061428,-1.226247774,-0.12340976,-4.904951688,-1.247894086,-9.808824927,21,-1.226249999,1.97E-14,-4.905000017,-4.91E-13,-9.809999583,28.00938572,-1.226247774,0.12340976,-4.904951688,1.247894086,-9.808824927,35.03659717,-1.221912126,0.372791504,-4.839610833,2.907458062,-8.966721447,0,0,42,0
0.51,6.95951789,-1.270755847,-0.402686958,-4.92880196,-3.049467629,-8.873730472,13.98932118,-1.275787846,-0.136278423,-5.003041516,-1.33883909,-9.808506849,21,-1.2757905,1.39E-14,-5.003100011,-6.54E-13,-9.809999434,28.01067882,-1.275787846,0.136278423,-5.003041516,1.33883909,-9.808506849,35.04048211,-1.270755847,0.402686958,-4.92880196,3.049467629,-8.873730472,0,0,42,0
0.52,6.955323687,-1.320485452,-0.434189379,-5.017007091,-3.191385381,-8.773080215,13.98789662,-1.326308806,-0.149941361,-5.101128408,-1.433036758,-9.808112195,21,-1.326312,8.54E-15,-5.1012,-7.10E-13,-9.809999228,28.01210338,-1.326308806,0.149941361,-5.101128408,1.433036758,-9.808112195,35.04467631,-1.320485452,0.434189379,-5.017007091,3.191385381,-8.773080215,0,0,42,0
0.53,6.950805821,-1.371090634,-0.467278933,-5.104149129,-3.332868731,-8.664362782,13.98633168,-1.377810604,-0.164439249,-5.199211233,-1.530250885,-9.807625046,21,-1.3778145,3.66E-15,-5.199299984,-6.01E-13,-9.809998937,28.01366832,-1.377810604,0.164439249,-5.199211233,1.530250885,-9.807625046,35.04919418,-1.371090634,0.467278933,-5.104149129,3.332868731,-8.664362782,0,0,42,0
0.54,6.945950126,-1.422560426,-0.501916567,-5.190148496,-3.473623409,-8.547160159,13.98461702,-1.43029318,-0.179821766,-5.297288659,-1.630169459,-9.807026825,21,-1.430298,-7.72E-16,-5.297399961,-7.10E-13,-9.80999852,28.01538298,-1.43029318,0.179821766,-5.297288659,1.630169459,-9.807026825,35.05404987,-1.422560426,0.501916567,-5.190148496,3.473623409,-8.547160159,0,0,42,0
0.55,6.940742667,-1.474883204,-0.538044008,-5.27492313,-3.613400657,-8.421044899,13.98274288,-1.483756463,-0.196147592,-5.395359152,-1.732404805,-9.806295989,21,-1.4837625,-4.85E-15,-5.39549993,-6.02E-13,-9.809997922,28.01725712,-1.483756463,0.196147592,-5.395359152,1.732404805,-9.806295989,35.05925733,-1.474883204,0.538044008,-5.27492313,3.613400657,-8.421044899,0,0,42,0
0.56,6.935169743,-1.528046688,-0.575583765,-5.358388484,-3.75199435,-8.285580937,13.98069905,-1.538200375,-0.213484412,-5.493420973,-1.836493752,-9.805407705,21,-1.538207999,-8.70E-15,-5.49359989,-4.92E-13,-9.809997065,28.01930095,-1.538200375,0.213484412,-5.493420973,1.836493752,-9.805407705,35.06483026,-1.528046688,0.575583765,-5.358388484,3.75199435,-8.285580937,0,0,42,0
0.57,6.929217882,-1.58203794,-0.614439125,-5.440457531,-3.88923807,-8.140324556,13.97847491,-1.593624823,-0.231908914,-5.591472179,-1.94189782,-9.804333514,21,-1.593634498,-1.25E-14,-5.591699839,-6.03E-13,-9.809995848,28.02152509,-1.593624823,0.231908914,-5.591472179,1.94189782,-9.804333514,35.07078212,-1.58203794,0.614439125,-5.440457531,3.88923807,-8.140324556,0,0,42,0
0.58,6.922873845,-1.636843363,-0.654494156,-5.521040756,-4.025002129,-7.984825503,13.9760594,-1.65002971,-0.251506787,-5.689510626,-2.048003436,-9.803040983,21,-1.650041997,-1.66E-14,-5.689799777,-6.58E-13,-9.809994137,28.0239406,-1.65002971,0.251506787,-5.689510626,2.048003436,-9.803040983,35.07712615,-1.636843363,0.654494156,-5.521040756,4.025002129,-7.984825503,0,0,42,0
0.59,6.916124625,-1.692448705,-0.695613707,-5.600046164,-4.159190556,-7.818628265,13.97344103,-1.707414924,-0.272372725,-5.787533965,-2.154122185,-9.801493352,21,-1.707430494,-2.11E-14,-5.787899701,-6.57E-13,-9.809991761,28.02655897,-1.707414924,0.272372725,-5.787533965,2.154122185,-9.801493352,35.08387537,-1.692448705,0.695613707,-5.600046164,4.159190556,-7.818628265,0,0,42,0
0.6,6.90898849,-1.748847002,-0.737226881,-5.677491722,-4.296635625,-7.640710773,13.97060004,-1.765778955,-0.294857217,-5.885520833,-2.256219544,-9.799661752,21,-1.765799963,-2.56E-14,-5.885999761,-5.49E-13,-9.809987699,28.02939996,-1.765778955,0.294857217,-5.885520833,2.256219544,-9.799661752,35.09101151,-1.748847002,0.737226881,-5.677491722,4.296635625,-7.640710773,0,0,42,0
0.61,6.901476098,-1.806026817,-0.779113501,-5.753324687,-4.440910915,-7.450133695,13.96751826,-1.825120763,-0.319057191,-5.983458089,-2.351018087,-9.797512549,21,-1.825150389,-2.93E-14,-5.984100092,-3.85E-13,-9.809980842,28.03248174,-1.825120763,0.319057191,-5.983458089,2.351018087,-9.797512549,35.0985239,-1.806026817,0.779113501,-5.753324687,4.440910915,-7.450133695,0,0,42,0
0.62,6.893559533,-1.863964647,-0.821683983,-5.827332043,-4.589395197,-7.246663064,13.96418778,-1.885441018,-0.344669944,-6.081356563,-2.439382593,-9.794990795,21,-1.885481794,-3.21E-14,-6.082200637,-3.84E-13,-9.809970943,28.03581222,-1.885441018,0.344669944,-6.081356563,2.439382593,-9.794990795,35.10644047,-1.863964647,0.821683983,-5.827332043,4.589395197,-7.246663064,0,0,42,0
0.63,6.885212556,-1.922636026,-0.865292823,-5.899309111,-4.739620394,-7.030083826,13.96060111,-1.946740212,-0.371423028,-6.179224217,-2.522119578,-9.792033287,21,-1.946794193,-3.40E-14,-6.180301318,-2.19E-13,-9.809957702,28.03939889,-1.946740212,0.371423028,-6.179224217,2.522119578,-9.792033287,35.11478744,-1.922636026,0.865292823,-5.899309111,4.739620394,-7.030083826,0,0,42,0
0.64,6.876410623,-1.982015526,-0.91023829,-5.969059632,-4.88927023,-6.800200271,13.95675111,-2.009018655,-0.399074433,-6.277066141,-2.599975814,-9.788567765,21,-2.0090876,-3.53E-14,-6.278402038,-2.76E-13,-9.80994073,28.04324889,-2.009018655,0.399074433,-6.277066141,2.599975814,-9.788567765,35.12358938,-1.982015526,0.91023829,-5.969059632,4.88927023,-6.800200271,0,0,42,0
0.65,6.867130888,-2.042076758,-0.956762427,-6.036395764,-5.036175581,-6.55683696,13.95263108,-2.072276475,-0.427412593,-6.374884546,-2.673639036,-9.784512047,21,-2.072362026,-3.57E-14,-6.376502679,-4.97E-13,-9.809919495,28.04736892,-2.072276475,0.427412593,-6.374884546,2.673639036,-9.784512047,35.13286911,-2.042076758,0.956762427,-6.036395764,5.036175581,-6.55683696,0,0,42,0
