t,r0_x,r0_y,r1_x,r1_y,rdot1_x,rdot1_y,rddot1_x,rddot1_y,r2_x,r2_y,rdot2_x,rdot2_y,rddot2_x,rddot2_y,r3_x,r3_y,rdot3_x,rdot3_y,rddot3_x,rddot3_y,r4_x,r4_y
0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,-9.81,14.0,0.0,0.0,0.0,0.0,-9.81,21.0,0.0,0.0,0.0,0.0,-9.81,28.0,0.0
0.01,0.0,0.0,6.999999999997176,-0.0004904999999999079,-1.710058305403115e-09,-0.09809999999991866,-8.589684685752361e-07,-9.809999999939802,14.0,-0.0004905,-8.5399489799675755e-16,-0.09809999999999988,0.0,-9.81,21.000000000002824,-0.0004904999999999079,1.7100602219412036e-09,-0.09809999999991866,8.589684685752359e-07,-9.809999999939802,28.0,0.0
0.02,0.0,0.0,6.999999973455932,-0.001961999454524929,-5.764880368398607e-07,-0.19619998386343726,-1.1093599109383182e-05,-9.809999996518629,14.0,-0.001961999999999994,-5.55906029359847e-16,-0.1961999999999986,0.0,-9.81,21.00000002654407,-0.001961999454524929,5.76488038115402e-07,-0.19619998386343726,1.109359910938318e-05,-9.809999996518629,28.0,0.0
0.03,0.0,0.0,6.999999919427112,-0.00441449823924311,-1.975318663841761e-06,-0.2942999521555633,-6.154195885501457e-05,-9.809999958648385,14.0,-0.004414499999999981,2.892178589638714e-17,-0.29429999999999534,3.8857806708913426e-14,-9.809999999999999,21.00000008057289,-0.00441449823924311,1.9753186637565372e-06,-0.2942999521555633,6.154195877729895e-05,-9.809999958648385,28.0,0.0
0.04,0.0,0.0,6.999999880991887,-0.00784799731431452,-3.938478723213672e-06,-0.3923999357098126,-0.00020806706686090598,-9.80999976005592,14.0,-0.007847999999999971,7.394944917631659e-16,-0.392399999999993,3.8857806708913426e-14,-9.809999999999995,21.000000119008114,-0.00784799731431452,3.938478721611408e-06,-0.3923999357098126,0.00020806706678319035,-9.80999976005592,28.0,0.0
0.05,0.0,0.0,6.999999860413353,-0.012262497167035648,-7.4180818334137974e-06,-0.4904999443506491,-0.0005230716805796172,-9.809999071464407,14.0,-0.012262499999999966,1.5495293471250427e-15,-0.490499999999993,1.1657342182080617e-13,-9.809999999999995,21.00000013958665,-0.012262497167035648,7.418081830322154e-06,-0.4904999443506491,0.0005230716803464703,-9.809999071464407,28.0,0.0
0.06,0.0,0.0,6.999999818262255,-0.017657997794875247,-1.4595531288974684e-05,-0.5885999663605984,-0.0010954098476999318,-9.809997213828373,14.0,-0.017657999999999976,2.4226642005770555e-15,-0.588599999999996,7.771561511189275e-14,-9.809999999999995,21.000000181737747,-0.017657997794875247,1.4595531284559198e-05,-0.5885999663605984,0.001095409847583358,-9.809997213828373,28.0,0.0
0.07,0.0,0.0,6.999999673416989,-0.02403449870547433,-2.8881520060503254e-05,-0.6866999684802474,-0.00203038482208271,-9.80999297260763,14.0,-0.02403449999999999,3.312457490424728e-15,-0.6867000000000015,7.771562188815632e-14,-9.809999999999995,21.000000326583013,-0.02403449870547433,2.8881520055021274e-05,-0.6866999684802474,0.0020303848219272785,-9.80999297260763,28.0,0.0
0.08,0.0,0.0,6.999999303063597,-0.03139199891664616,-5.491603079468076e-05,-0.7847998959082446,-0.0034497453892273406,-9.809984373096327,14.0,-0.03139200000000001,4.162388244684066e-15,-0.7848000000000078,3.885781263814406e-14,-9.80999999999999,21.000000696936404,-0.03139199891664616,5.4916030788435394e-05,-0.7847998959082446,0.0034497453891496246,-9.809984373096327,28.0,0.0
0.09,0.0,0.0,6.999998542695773,-0.039730496956376274,-9.856833581426275e-05,-0.8828996723013003,-0.005491679964288251,-9.809968416829863,14.0,-0.039730500000000016,4.9058560810815665e-15,-0.8829000000000125,1.1657347179575006e-13,-9.809999999999937,21.00000145730423,-0.039730496956376274,9.856833580755683e-05,-0.8828996723013003,0.005491679964055102,-9.809968416829863,28.0,0.0
0.1,0.0,0.0,6.999997186114859,-0.049049990862822475,-0.00016693699711807928,-0.9809991997741857,-0.008310807714487238,-9.809940779105737,14.0,-0.049050000000000024,5.466181207054204e-15,-0.9810000000000118,7.771566593386958e-14,-9.809999999999633,21.000002813885143,-0.049049990862822475,0.00016693699711116936,-0.9809991997741857,0.008310807714331805,-9.80994077910574,28.0,0.0
